id	group	profile	arm	rep	cycle	pid	starttime	rss_pre_kib	rss_post_kib	rss_drop_kib	rss_drop_mib	rss_drop_mb	rss_drop_pct	heap_pre_kib	heap_post_kib	heap_drop_kib	heap_drop_mib	heap_drop_mb	heap_drop_pct	other_kib_pre	other_kib_post	total_pd_kib_pre	total_pd_kib_post	MemAvailable_pre	MemAvailable_post	MemFree_pre	MemFree_post	Cached_pre	Cached_post	memps_heap_pdata_kib_pre	memps_heap_pdata_kib_post	memps_all_pdata_kib_pre	memps_all_pdata_kib_post	memavailable_delta_kib	memavailable_delta_mib	memavailable_delta_mb	capture_minflt	capture_majflt	pre_capture_ms	post_capture_ms	trim_elapsed_ms	next_cycle_minflt	next_cycle_majflt	business_elapsed_ms	released_payload_bytes	idle_120s_minflt	idle_120s_majflt	memavailable_net_kib	memavailable_net_mib	memavailable_net_mb
G3_trim_r2	G3	gst	trim	2	12	22993	95115072	9124	7716	1408	1.375000	1.441792	15.431828	2636	1752	884	0.863281	0.905216	33.535660	1476	952	4620	3212	6759216	6759388	6406968	6407140	1020268	1020268	1124	1120	4620	3212	172	0.167969	0.176128	0	0	45.192519	45.157463	0.588982	441	0	20011.026210	NA	NA	NA	-128	-0.125000	-0.131072
G3_trim_r2	G3	gst	trim	2	13	22993	95115072	9360	7696	1664	1.625000	1.703936	17.777778	2896	1744	1152	1.125000	1.179648	39.779006	1452	940	4856	3192	6714684	6717408	6362144	6364860	1070856	1070864	1124	1120	4856	3192	2724	2.660156	2.789376	0	0	45.414241	44.850426	0.777518	442	0	20009.041452	NA	NA	NA	2552	2.492188	2.613248
G3_trim_r2	G3	gst	trim	2	14	22993	95115072	9108	7692	1416	1.382812	1.449984	15.546772	2644	1744	900	0.878906	0.921600	34.039334	1452	936	4604	3188	6755256	6755328	6402476	6402548	1028392	1028392	1124	1120	4604	3188	72	0.070312	0.073728	0	0	44.891518	45.212407	0.657852	449	0	20010.326414	NA	NA	NA	244	0.238281	0.249856
G3_trim_r2	G3	gst	trim	2	15	22993	95115072	9360	7684	1676	1.636719	1.716224	17.905983	2900	1740	1160	1.132812	1.187840	40.000000	1448	932	4856	3180	6787196	6786984	6434172	6433960	988052	988052	1124	1120	4856	3180	-212	-0.207031	-0.217088	0	0	45.357629	44.924500	0.707167	451	0	20009.207506	NA	NA	NA	-704	-0.687500	-0.720896
G3_trim_r2	G3	gst	trim	2	16	22993	95115072	9128	7692	1436	1.402344	1.470464	15.731814	2648	1744	904	0.882812	0.925696	34.138973	1468	936	4624	3188	6741480	6741480	6388172	6388172	1049584	1049584	1124	1120	4624	3188	0	0.000000	0.000000	0	0	44.867148	44.929777	0.582574	450	0	20009.143228	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r2	G3	gst	trim	2	17	22993	95115072	9372	7688	1684	1.644531	1.724416	17.968417	2896	1736	1160	1.132812	1.187840	40.055249	1464	940	4868	3184	6775748	6777124	6422188	6423564	1016836	1016836	1124	1120	4868	3184	1376	1.343750	1.409024	0	0	45.555574	47.734648	0.746778	453	0	20009.150488	NA	NA	NA	1612	1.574219	1.650688
G3_trim_r2	G3	gst	trim	2	18	22993	95115072	9140	7724	1416	1.382812	1.449984	15.492341	2652	1748	904	0.882812	0.925696	34.087481	1476	964	4636	3220	6759080	6759008	6405252	6405124	1029736	1029776	1124	1120	4636	3220	-72	-0.070312	-0.073728	0	0	53.954407	46.281537	0.949759	441	0	20010.842229	NA	NA	NA	312	0.304688	0.319488
G3_trim_r2	G3	gst	trim	2	19	22993	95115072	9364	7716	1648	1.609375	1.687552	17.599317	2888	1748	1140	1.113281	1.167360	39.473684	1464	956	4860	3212	6801968	6803072	6447908	6449012	992112	992112	1124	1120	4860	3212	1104	1.078125	1.130496	0	0	45.413408	45.556093	0.756760	442	0	20009.094228	NA	NA	NA	1448	1.414062	1.482752
G3_trim_r2	G3	gst	trim	2	20	22993	95115072	9100	7728	1372	1.339844	1.404928	15.076923	2632	1752	880	0.859375	0.901120	33.434650	1456	964	4596	3224	6772932	6772932	6418604	6418604	1013612	1013612	1124	1120	4596	3224	0	0.000000	0.000000	0	0	46.209870	45.115352	0.601444	444	0	20008.571358	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r2	G3	gst	trim	2	21	22993	95115072	9372	7708	1664	1.625000	1.703936	17.755015	2888	1752	1136	1.109375	1.163264	39.335180	1472	944	4868	3204	6810220	6811276	6455640	6456696	980360	980360	1124	1120	4868	3204	1056	1.031250	1.081344	0	0	45.052074	45.118500	0.689037	449	0	20008.686840	NA	NA	NA	1340	1.308594	1.372160
G3_trim_r2	G3	gst	trim	2	22	22993	95115072	9132	7708	1424	1.390625	1.458176	15.593517	2652	1748	904	0.882812	0.925696	34.087481	1468	948	4628	3204	6743224	6743972	6388392	6389140	1044404	1044404	1124	1120	4628	3204	748	0.730469	0.765952	0	0	45.030092	50.655278	0.666593	448	0	20009.444766	NA	NA	NA	404	0.394531	0.413696
G3_trim_r2	G3	gst	trim	2	23	22993	95115072	9364	7720	1644	1.605469	1.683456	17.556600	2880	1752	1128	1.101562	1.155072	39.166667	1472	956	4860	3216	6776028	6776112	6420916	6420940	1015204	1015264	1124	1120	4860	3216	84	0.082031	0.086016	0	0	45.764519	44.767445	0.638204	448	0	20008.957321	NA	NA	NA	872	0.851562	0.892928
G3_trim_r2	G3	gst	trim	2	24	22993	95115072	9124	7724	1400	1.367188	1.433600	15.344147	2632	1756	876	0.855469	0.897024	33.282675	1480	956	4620	3220	6731012	6731356	6375664	6376008	1059184	1059184	1124	1120	4620	3220	344	0.335938	0.352256	0	0	45.402426	45.199149	0.615259	449	0	20012.480025	NA	NA	NA	-1116	-1.089844	-1.142784
G3_trim_r2	G3	gst	trim	2	25	22993	95115072	9384	7720	1664	1.625000	1.703936	17.732310	2896	1744	1152	1.125000	1.179648	39.779006	1476	964	4880	3216	6788164	6790056	6432548	6434440	990464	990464	1124	1120	4880	3216	1892	1.847656	1.937408	0	0	47.596945	45.617666	0.869760	442	0	20008.986618	NA	NA	NA	1572	1.535156	1.609728
G3_trim_r2	G3	gst	trim	2	26	22993	95115072	9112	7712	1400	1.367188	1.433600	15.364355	2648	1756	892	0.871094	0.913408	33.685801	1452	944	4608	3208	6840488	6838496	6484628	6482636	952492	955588	1124	1120	4608	3208	-1992	-1.945312	-2.039808	0	0	47.251019	60.512574	0.650740	448	0	20008.927840	NA	NA	NA	-1820	-1.777344	-1.863680
G3_trim_r2	G3	gst	trim	2	27	22993	95115072	9380	7696	1684	1.644531	1.724416	17.953092	2892	1740	1152	1.125000	1.179648	39.834025	1476	944	4876	3192	6760712	6760540	6404592	6404420	1031172	1031172	1124	1120	4876	3192	-172	-0.167969	-0.176128	0	0	44.862871	46.346259	0.688074	451	0	20010.999525	NA	NA	NA	24056	23.492188	24.633344
G3_trim_r2	G3	gst	trim	2	28	22993	95115072	9120	7712	1408	1.375000	1.441792	15.438596	2636	1748	888	0.867188	0.909312	33.687405	1472	952	4616	3208	6763704	6764336	6407344	6407928	1031752	1031792	1124	1120	4616	3208	632	0.617188	0.647168	0	0	44.806130	45.322519	0.576889	447	0	20011.629636	NA	NA	NA	828	0.808594	0.847872
G3_trim_r2	G3	gst	trim	2	29	22993	95115072	9372	7712	1660	1.621094	1.699840	17.712335	2888	1748	1140	1.113281	1.167360	39.473684	1472	952	4868	3208	6782572	6783776	6425932	6427136	991436	991436	1124	1120	4868	3208	1204	1.175781	1.232896	0	0	44.784963	45.517629	0.755389	446	0	20008.562747	NA	NA	NA	484	0.472656	0.495616
G3_trim_r2	G3	gst	trim	2	30	22993	95115072	9124	7728	1396	1.363281	1.429504	15.300307	2652	1748	904	0.882812	0.925696	34.087481	1460	968	4620	3224	6761976	6763352	6405104	6406480	1031880	1031880	1124	1120	4620	3224	1376	1.343750	1.409024	0	0	45.092945	44.838796	0.653278	411	0	20008.605377	NA	NA	NA	1032	1.007812	1.056768
G3_trim_r2	G3	gst	trim	2	31	22993	95115072	9240	7716	1524	1.488281	1.560576	16.493506	2752	1752	1000	0.976562	1.024000	36.337209	1476	952	4736	3212	6758372	6758372	6401236	6401236	1032472	1032472	1124	1120	4736	3212	0	0.000000	0.000000	0	0	45.491389	45.149056	0.614351	450	0	20008.385822	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r2	G3	gst	trim	2	32	22993	95115072	9132	7728	1404	1.371094	1.437696	15.374507	2648	1752	896	0.875000	0.917504	33.836858	1472	964	4628	3224	6801812	6803876	6444424	6446488	995220	995220	1124	1120	4628	3224	2064	2.015625	2.113536	0	0	45.251537	45.161889	0.696537	433	0	20010.003414	NA	NA	NA	2136	2.085938	2.187264
G3_trim_r2	G3	gst	trim	2	33	22993	95115072	9332	7716	1616	1.578125	1.654784	17.316760	2848	1748	1100	1.074219	1.126400	38.623596	1472	956	4828	3212	6732296	6734804	6374648	6377156	1057820	1057820	1124	1120	4828	3212	2508	2.449219	2.568192	0	0	45.933444	49.953352	0.785222	445	0	20008.909173	NA	NA	NA	2164	2.113281	2.215936
G3_trim_r2	G3	gst	trim	2	34	22993	95115072	9128	7712	1416	1.382812	1.449984	15.512708	2660	1744	916	0.894531	0.937984	34.436090	1456	956	4624	3208	6719996	6720484	6362088	6362488	1060424	1060504	1124	1120	4624	3208	488	0.476562	0.499712	0	0	44.866463	45.422648	0.594574	456	0	20010.231025	NA	NA	NA	404	0.394531	0.413696
G3_trim_r2	G3	gst	trim	2	35	22993	95115072	9400	7704	1696	1.656250	1.736704	18.042553	2916	1744	1172	1.144531	1.200128	40.192044	1472	948	4896	3200	6759716	6761264	6401544	6403092	1033516	1033516	1124	1120	4896	3200	1548	1.511719	1.585152	0	0	54.832963	44.725889	0.639333	450	0	20016.272729	NA	NA	NA	1536	1.500000	1.572864
G3_trim_r2	G3	gst	trim	2	36	22993	95115072	9120	7732	1388	1.355469	1.421312	15.219298	2636	1756	880	0.859375	0.901120	33.383915	1472	964	4616	3228	6798456	6798284	6440040	6439868	993100	993100	1124	1120	4616	3228	-172	-0.167969	-0.176128	0	0	44.980741	44.944481	0.600112	444	0	20009.630673	NA	NA	NA	-172	-0.167969	-0.176128
G3_trim_r2	G3	gst	trim	2	37	22993	95115072	9376	7736	1640	1.601562	1.679360	17.491468	2892	1756	1136	1.109375	1.163264	39.280775	1472	968	4872	3232	6752264	6755016	6393592	6396344	1033560	1033560	1124	1120	4872	3232	2752	2.687500	2.818048	0	0	44.987778	44.941111	0.848055	438	0	20008.553544	NA	NA	NA	2188	2.136719	2.240512
G3_trim_r2	G3	gst	trim	2	38	22993	95115072	9116	7728	1388	1.355469	1.421312	15.225976	2652	1756	896	0.875000	0.917504	33.785822	1452	960	4612	3224	6755208	6756928	6396284	6398004	1034156	1034156	1124	1120	4612	3224	1720	1.679688	1.761280	0	0	45.184463	45.251240	0.798296	423	0	20008.489470	NA	NA	NA	2016	1.968750	2.064384
G3_trim_r2	G3	gst	trim	2	39	22993	95115072	9288	7732	1556	1.519531	1.593344	16.752799	2804	1756	1048	1.023438	1.073152	37.375178	1472	964	4784	3228	6791208	6793344	6432024	6434160	993812	993812	1124	1120	4784	3228	2136	2.085938	2.187264	0	0	46.065388	45.240871	0.761945	446	0	20008.917655	NA	NA	NA	1752	1.710938	1.794048
G3_trim_r2	G3	gst	trim	2	40	22993	95115072	9128	7720	1408	1.375000	1.441792	15.425066	2640	1744	896	0.875000	0.917504	33.939394	1476	964	4624	3216	6748540	6749884	6389100	6390404	1034280	1034320	1124	1120	4624	3216	1344	1.312500	1.376256	0	0	44.867537	45.135333	0.697908	446	0	20008.816432	NA	NA	NA	1172	1.144531	1.200128
G3_trim_r2	G3	gst	trim	2	41	22993	95115072	9376	7712	1664	1.625000	1.703936	17.747440	2888	1744	1144	1.117188	1.171456	39.612188	1476	956	4872	3208	6801860	6804416	6442172	6444728	979688	979688	1124	1120	4872	3208	2556	2.496094	2.617344	0	0	45.893889	45.022000	0.777000	450	0	20008.682043	NA	NA	NA	2556	2.496094	2.617344
G3_trim_r2	G3	gst	trim	2	42	22993	95115072	9140	7732	1408	1.375000	1.441792	15.404814	2652	1756	896	0.875000	0.917504	33.785822	1476	964	4636	3228	6770940	6772192	6411004	6412256	1021952	1021952	1124	1120	4636	3228	1252	1.222656	1.282048	0	0	45.029463	45.062241	0.676111	423	0	20008.385063	NA	NA	NA	984	0.960938	1.007616
G3_trim_r2	G3	gst	trim	2	43	22993	95115072	9288	7716	1572	1.535156	1.609728	16.925065	2804	1748	1056	1.031250	1.081344	37.660485	1472	956	4784	3212	6785940	6784368	6425736	6424164	1012368	1016152	1124	1120	4784	3212	-1572	-1.535156	-1.609728	0	0	64.219149	47.289907	0.767482	449	0	20009.220044	NA	NA	NA	-1572	-1.535156	-1.609728
G3_trim_r2	G3	gst	trim	2	44	22993	95115072	9124	7716	1408	1.375000	1.441792	15.431828	2636	1752	884	0.863281	0.905216	33.535660	1476	952	4620	3212	6775244	6776088	6414792	6415636	1021732	1021732	1124	1120	4620	3212	844	0.824219	0.864256	0	0	45.132537	49.269870	0.632240	427	0	20009.171062	NA	NA	NA	4556	4.449219	4.665344
G3_trim_r2	G3	gst	trim	2	45	22993	95115072	9296	7708	1588	1.550781	1.626112	17.082616	2812	1748	1064	1.039062	1.089536	37.837838	1472	948	4792	3204	6816308	6816896	6455572	6456112	984068	984116	1124	1120	4792	3204	588	0.574219	0.602112	0	0	45.090425	44.836000	0.649611	453	0	20008.877377	NA	NA	NA	508	0.496094	0.520192
G3_trim_r2	G3	gst	trim	2	46	22993	95115072	9144	7720	1424	1.390625	1.458176	15.573053	2656	1756	900	0.878906	0.921600	33.885542	1476	952	4640	3216	6759208	6760816	6398220	6399828	1022928	1022928	1124	1120	4640	3216	1608	1.570312	1.646592	0	0	45.232574	45.113759	0.637185	447	0	20009.085673	NA	NA	NA	2052	2.003906	2.101248
G3_trim_r2	G3	gst	trim	2	47	22993	95115072	9372	7692	1680	1.640625	1.720320	17.925736	2888	1744	1144	1.117188	1.171456	39.612188	1472	936	4868	3188	6695924	6696096	6334640	6334812	1099624	1099624	1124	1120	4868	3188	172	0.167969	0.176128	0	0	45.253037	45.117389	0.743259	451	0	20009.125914	NA	NA	NA	-344	-0.335938	-0.352256
G3_trim_r2	G3	gst	trim	2	48	22993	95115072	8928	7692	1236	1.207031	1.265664	13.844086	2636	1764	872	0.851562	0.892928	33.080425	1280	916	4424	3188	6743164	6743116	6381628	6381580	1044916	1044916	1124	1120	4424	3188	-48	-0.046875	-0.049152	0	0	45.536666	44.918408	0.582815	450	0	20008.964321	NA	NA	NA	100	0.097656	0.102400
G3_trim_r2	G3	gst	trim	2	49	22993	95115072	9168	7728	1440	1.406250	1.474560	15.706806	2836	1768	1068	1.042969	1.093632	37.658674	1320	948	4664	3224	6760392	6761664	6398628	6399900	1027936	1027936	1124	1120	4664	3224	1272	1.242188	1.302528	0	0	45.104130	50.446723	0.697963	466	0	20008.899469	NA	NA	NA	952	0.929688	0.974848
G3_trim_r2	G3	gst	trim	2	50	22993	95115072	9004	7732	1272	1.242188	1.302528	14.127055	2640	1768	872	0.851562	0.892928	33.030303	1352	952	4500	3228	6721376	6723072	6359320	6360948	1061328	1061396	1124	1120	4500	3228	1696	1.656250	1.736704	0	0	46.040185	47.870074	0.516871	467	0	20010.937025	NA	NA	NA	2112	2.062500	2.162688
G3_trim_r2	G3	gst	trim	2	51	22993	95115072	9256	7720	1536	1.500000	1.572864	16.594641	2884	1760	1124	1.097656	1.150976	38.973648	1360	948	4752	3216	6773280	6773624	6411000	6411344	1024980	1024980	1124	1120	4752	3216	344	0.335938	0.352256	0	0	44.996148	45.914556	0.597371	NA	NA	20009.347358	NA	NA	NA	228	0.222656	0.233472
G3_none_r2	G3	gst	none	2	1	32641	95224983	8880	8880	0	0.000000	0.000000	0.000000	2564	2564	0	0.000000	0.000000	0.000000	1304	1304	4376	4376	6758396	6758460	6395232	6395232	1040132	1040196	1120	1120	4376	4376	64	0.062500	0.065536	0	0	45.825630	45.284388	0.000000	171	0	20022.882043	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	2	32641	95224983	9184	9184	0	0.000000	0.000000	0.000000	2820	2820	0	0.000000	0.000000	0.000000	1352	1352	4680	4680	6748988	6748544	6385572	6385128	1038012	1038012	1124	1124	4680	4680	-444	-0.433594	-0.454656	0	0	52.411574	45.617777	0.000000	72	0	20008.433155	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	3	32641	95224983	9312	9312	0	0.000000	0.000000	0.000000	2948	2948	0	0.000000	0.000000	0.000000	1352	1352	4808	4808	6758632	6758976	6394960	6395304	1038596	1038596	1124	1124	4808	4808	344	0.335938	0.352256	0	0	44.881704	46.418130	0.000000	120	0	20009.914951	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	4	32641	95224983	9432	9432	0	0.000000	0.000000	0.000000	2952	2952	0	0.000000	0.000000	0.000000	1468	1468	4928	4928	6794008	6794180	6430080	6430252	999304	999304	1124	1124	4928	4928	172	0.167969	0.176128	0	0	44.912667	44.992871	0.000000	92	0	20008.126932	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	5	32641	95224983	9428	9428	0	0.000000	0.000000	0.000000	2952	2952	0	0.000000	0.000000	0.000000	1464	1464	4924	4924	6741952	6742396	6377768	6378212	1038728	1038728	1124	1124	4924	4924	444	0.433594	0.454656	0	0	45.059519	47.067056	0.000000	86	0	20012.752414	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	6	32641	95224983	9428	9428	0	0.000000	0.000000	0.000000	2952	2952	0	0.000000	0.000000	0.000000	1464	1464	4924	4924	6802996	6802856	6438548	6438368	984152	984192	1124	1124	4924	4924	-140	-0.136719	-0.143360	0	0	45.184704	45.466167	0.000000	21	0	20010.220784	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	7	32641	95224983	9428	9428	0	0.000000	0.000000	0.000000	2952	2952	0	0.000000	0.000000	0.000000	1464	1464	4924	4924	6772244	6772072	6407528	6407356	1026416	1026416	1124	1124	4924	4924	-172	-0.167969	-0.176128	0	0	44.982426	45.014389	0.000000	90	0	20007.200062	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	8	32641	95224983	9448	9448	0	0.000000	0.000000	0.000000	2952	2952	0	0.000000	0.000000	0.000000	1484	1484	4944	4944	6780340	6780928	6415376	6415964	1023408	1023408	1124	1124	4944	4944	588	0.574219	0.602112	0	0	44.773352	45.029982	0.000000	40	0	20006.922192	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	9	32641	95224983	9496	9496	0	0.000000	0.000000	0.000000	3004	3004	0	0.000000	0.000000	0.000000	1480	1480	4992	4992	6714088	6713816	6348860	6348588	1068424	1068424	1128	1128	4992	4992	-272	-0.265625	-0.278528	0	0	44.980852	45.525185	0.000000	150	0	20007.110192	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	10	32641	95224983	9492	9492	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1480	1480	4988	4988	6763048	6762948	6397560	6397460	1031612	1034364	1128	1128	4988	4988	-100	-0.097656	-0.102400	0	0	52.276648	51.046407	0.000000	84	0	20019.978470	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	11	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6792408	6792308	6426668	6426568	1004060	1004060	1128	1128	4956	4956	-100	-0.097656	-0.102400	0	0	46.011481	46.916389	0.000000	147	0	20007.935025	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	12	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6769488	6769788	6403484	6403716	1024540	1024600	1128	1128	4956	4956	300	0.292969	0.307200	0	0	45.368296	45.620426	0.000000	84	0	20007.320377	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	13	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6810764	6810936	6444496	6444668	988220	988220	1128	1128	4956	4956	172	0.167969	0.176128	0	0	45.222630	45.228648	0.000000	147	0	20007.952043	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	14	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6767064	6766892	6400540	6400368	1032396	1032396	1128	1128	4956	4956	-172	-0.167969	-0.176128	0	0	45.025982	44.752130	0.000000	84	0	20008.241229	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	15	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6708568	6709060	6341780	6342272	1084192	1084192	1128	1128	4956	4956	492	0.480469	0.503808	0	0	45.063722	45.246703	0.000000	144	0	20007.122192	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	16	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6746576	6746920	6379532	6379876	1041728	1041728	1128	1128	4956	4956	344	0.335938	0.352256	0	0	44.687148	44.954945	0.000000	84	0	20007.215025	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	17	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6793552	6793316	6426252	6426004	1001392	1001404	1128	1128	4956	4956	-236	-0.230469	-0.241664	0	0	51.867796	46.141926	0.000000	144	0	20006.932951	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	18	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6757596	6757212	6390048	6389664	1041860	1041860	1128	1128	4956	4956	-384	-0.375000	-0.393216	0	0	44.936426	45.036148	0.000000	84	0	20008.057099	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	19	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6753576	6753232	6385780	6385436	1042092	1042092	1128	1128	4956	4956	-344	-0.335938	-0.352256	0	0	44.793093	45.035667	0.000000	144	0	20007.123266	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	20	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6747308	6747652	6379232	6379576	1040656	1040656	1128	1128	4956	4956	344	0.335938	0.352256	0	0	44.984018	44.842889	0.000000	84	0	20008.083766	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	21	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6789120	6788836	6420804	6420520	1002368	1002368	1128	1128	4956	4956	-284	-0.277344	-0.290816	0	0	44.960167	45.383944	0.000000	144	0	20007.400562	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	22	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6751256	6751600	6382672	6383016	1042832	1042832	1128	1128	4956	4956	344	0.335938	0.352256	0	0	45.175759	45.466778	0.000000	84	0	20008.832044	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	23	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6758120	6757332	6389284	6388496	1043412	1043412	1128	1128	4956	4956	-788	-0.769531	-0.806912	0	0	44.997186	49.610463	0.000000	144	0	20007.428692	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	24	32641	95224983	9520	9520	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1508	1508	5016	5016	6792560	6794020	6423480	6424904	1006164	1006192	1128	1128	5016	5016	1460	1.425781	1.495040	0	0	45.357241	45.193204	0.000000	75	0	20007.417933	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	25	32641	95224983	9520	9520	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1508	1508	5016	5016	6761152	6761472	6391808	6392128	1027660	1027660	1128	1128	5016	5016	320	0.312500	0.327680	0	0	45.762037	45.476982	0.000000	132	0	20009.011006	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	26	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6707392	6707220	6337776	6337604	1087180	1087180	1128	1128	4956	4956	-172	-0.167969	-0.176128	0	0	45.102296	47.659408	0.000000	87	0	20007.702099	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	27	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6791320	6767092	6421456	6397228	1009032	1026060	1128	1128	4956	4956	-24228	-23.660156	-24.809472	0	0	65.267333	46.436500	0.000000	144	0	20007.134988	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	28	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6769508	6769312	6399400	6399204	1032648	1032648	1128	1128	4956	4956	-196	-0.191406	-0.200704	0	0	44.971222	47.320130	0.000000	39	0	20008.173969	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	29	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6762616	6763336	6392240	6392928	1028448	1028480	1128	1128	4956	4956	720	0.703125	0.737280	0	0	46.007130	45.139055	0.000000	104	0	20007.963969	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	30	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6729512	6729856	6358896	6359240	1073476	1073476	1128	1128	4956	4956	344	0.335938	0.352256	0	0	45.069963	45.813926	0.000000	31	0	20007.527877	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	31	32641	95224983	9460	9460	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1448	1448	4956	4956	6769048	6769392	6406348	6406692	1025184	1025184	1128	1128	4956	4956	344	0.335938	0.352256	0	0	45.132444	45.199148	0.000000	87	0	20007.725544	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	32	32641	95224983	9400	9400	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1388	1388	4896	4896	6771376	6771304	6408420	6408348	1020976	1020976	1128	1128	4896	4896	-72	-0.070312	-0.073728	0	0	44.899667	45.283074	0.000000	45	0	20009.487340	NA	NA	NA	NA	NA	NA
G3_none_r2	G3	gst	none	2	33	32641	95224983	9400	9400	0	0.000000	0.000000	0.000000	3000	3000	0	0.000000	0.000000	0.000000	1388	1388	4896	4896	6764816	6765160	6401608	6401952	1025324	1025324	1128	1128	4896	4896	344	0.335938	0.352256	0	0	44.825389	45.335704	0.000000	123	0	20006.719988	NA	NA	NA	NA	NA	NA
