order	arm	rep	cycle	primary_business_sample	business_elapsed_ms	trim_return	trim_elapsed_ms	glibc_pd_pre_kb	glibc_pd_post_kb	glibc_pd_reclaimed_kb	reclaim_pct_of_pre	cycle_minflt	cycle_majflt	capture_minflt	capture_majflt
6	trim-at-loop-release	3	29	1	20008.373007	1	0.715815	2916	1780	1136	38.957476	430	0	0	NA
6	trim-at-loop-release	3	30	1	20008.497692	1	0.586111	2692	1796	896	33.283804	473	0	0	NA
6	trim-at-loop-release	3	31	1	20009.407007	1	0.57337	2916	1780	1136	38.957476	464	0	0	NA
6	trim-at-loop-release	3	32	1	20008.413451	1	0.497518	2620	1780	840	32.061069	465	0	0	NA
6	trim-at-loop-release	3	33	1	20008.477655	1	0.585981	2900	1784	1116	38.482759	464	0	0	NA
6	trim-at-loop-release	3	34	1	20010.274858	1	0.569741	2676	1800	876	32.735426	457	0	0	NA
6	trim-at-loop-release	3	35	1	20009.440617	1	0.749241	2900	1792	1108	38.206897	451	0	0	NA
6	trim-at-loop-release	3	36	1	20008.757044	1	0.58737	2644	1776	868	32.829047	455	0	0	NA
6	trim-at-loop-release	3	37	1	20008.747581	1	0.717796	2928	1780	1148	39.20765	463	0	0	NA
6	trim-at-loop-release	3	38	1	20008.740747	1	0.685852	2688	1780	908	33.779762	418	0	0	NA
6	trim-at-loop-release	3	39	1	20008.474506	1	0.856944	2928	1772	1156	39.480874	470	0	0	NA
6	trim-at-loop-release	3	40	1	20008.942396	1	0.778315	2664	1776	888	33.333333	495	0	0	NA
6	trim-at-loop-release	3	41	1	20010.868544	1	0.770389	2892	1784	1108	38.312586	482	0	0	NA
6	trim-at-loop-release	3	42	1	20009.153544	1	0.636852	2664	1792	872	32.732733	478	0	0	NA
6	trim-at-loop-release	3	43	1	20008.965099	1	0.745074	2932	1780	1152	39.290587	474	0	0	NA
6	trim-at-loop-release	3	44	1	20008.645192	1	0.637741	2680	1788	892	33.283582	474	0	0	NA
6	trim-at-loop-release	3	45	1	20008.543285	1	0.807778	2892	1768	1124	38.865837	464	0	0	NA
6	trim-at-loop-release	3	46	1	20008.834469	1	0.628537	2656	1772	884	33.283133	471	0	0	NA
6	trim-at-loop-release	3	47	1	20009.804284	1	0.736037	2916	1772	1144	39.231824	473	0	0	NA
6	trim-at-loop-release	3	48	1	20008.552877	1	0.586871	2652	1780	872	32.880845	470	0	0	NA
6	trim-at-loop-release	3	49	1	20009.021784	1	0.806611	2884	1760	1124	38.973648	462	0	0	NA
6	trim-at-loop-release	3	50	1	20009.563006	1	0.765481	2664	1776	888	33.333333	476	0	0	NA
6	trim-at-loop-release	3	51	1	20008.720803	1	0.684241	2788	1768	1020	36.585366	440	0	0	NA
